Geneid,SRX2492746,SRX2492747,SRX2492748,SRX2492749,SRX2492750,SRX2492751,SRX2694285,SRX2694286,SRX2694287,SRX2694288
SGL_RS00010,5.2246650233140315,5.327892310498415,5.345826664157604,4.747855825558317,5.298363732228791,5.150977975838002,5.0659236251066355,5.198675928815203,5.124186725286461,5.776550196928134
SGL_RS00015,2.184713956313739,2.4672986399467036,2.396031084270737,2.8568574975179533,2.307133775930177,2.7444023555903816,0.0,2.4199815543892584,2.656619620175945,4.224950736263885
SGL_RS20055,4.515939017072469,4.808303975067568,4.651745720905757,4.817273509150964,5.2641317957621965,4.690833883400704,5.817832785661946,5.854297285088081,6.545645031593257,6.69728755765788
SGL_RS00020,3.5960883085782176,3.2604998990212066,3.3695105151166116,3.6750147877913277,3.5362804067218354,3.777155217443318,4.227147055845106,4.451652489097843,4.297922429820378,4.589071711724071
SGL_RS00025,0.8463388093295201,1.045151089070997,0.8216577066939174,1.4626937695456246,1.8109651158514917,2.0280758231683054,0.0,0.0,3.029007055229924,0.0
SGL_RS00030,1.3274585328011277,2.0572776265024117,1.0264992615722404,1.6268988667909678,2.1342961467690698,2.1137744028833145,0.0,2.8779493104778933,4.812563173225108,5.1474226731531205
SGL_RS00035,0.5662620192049614,0.714322305741719,0.9445745934047519,0.88469449356948,0.0,1.312470652595117,0.0,0.0,3.2674594802560706,0.0
SGL_RS00040,7.496133137988169,6.3766944719034395,6.9903563178934744,7.5481273306213,7.064865359087012,7.310871857855167,6.290837724896794,6.5919208513233745,4.800086558252711,5.351364873406908
SGL_RS00045,4.487603620398681,4.90659898508061,5.072827699574698,4.09318764485306,4.393469521250982,4.550563079566565,5.230580726763211,5.581132398360815,5.953201268391119,4.471400023908544
SGL_RS00050,3.623166213634587,3.942302044861679,4.136946314729477,3.1034115874985466,3.3678084700589896,3.343778712025266,4.29051522127391,3.1600821328471027,0.0,0.0
SGL_RS00055,1.280671698122489,1.947913472770747,2.2478320464035875,1.5582701360237907,2.093815314749067,2.0734670446021473,4.799907251257772,4.18763282088466,4.96945941724976,4.60584368309356
SGL_RS00060,1.7677037373682685,1.406025808374679,1.7575471754503051,1.3891343366962983,2.0404438904746915,1.980976036478888,3.7204911184021765,2.857920962411945,4.325468554497222,3.2438681806673824
SGL_RS00065,0.5852232408082412,0.2224407072042033,0.5667186215057138,0.6327715026160751,1.1241111249556885,0.6590550070713743,0.0,1.5067054640604565,0.0,0.0
SGL_RS00070,0.8866393371761613,0.6468403812340078,0.0,1.3188430547089935,1.4157936676661587,0.9873452714357484,0.0,2.857920962411945,0.0,0.0
SGL_RS00075,2.3463257973681277,2.1806854294734634,2.1190062619196297,1.6164270039511548,1.84648168504851,2.0539399670198404,1.3201185037204897,1.1889671587197688,2.506235723410865,0.0
SGL_RS00080,2.133382365994979,3.0042600698097335,2.8387431182267657,2.3150905503134473,2.4429916876874107,3.0961429994363474,0.0,4.534107758251151,3.8593839960266734,3.0898480948270057
SGL_RS00085,3.061668678073269,3.158695732830323,3.1824174321181706,2.7106079416324222,3.075066664345657,3.493393321822124,0.0,4.433830110318777,3.761896848309528,4.45682496608406
SGL_RS00090,1.6152365969482771,1.9071384459198497,0.0,2.3893366988287235,1.6611714029621147,1.0437560167766466,0.0,0.0,0.0,0.0
